# Teff logg B vsini
5101 3.294 1.668 7.264
5299 4.014 0.866 18.922
3498 2.829 1.875 42.93
4038 4.665 0.632 3.887
6229 3.492 2.672 55.396
6798 4.956 2.084 48.378
4997 3.013 1.216 10.512
3535 4.482 2.412 33.332
5727 2.549 0.326 22.965
5532 4.384 1.722 51.726
3732 2.46 0.808 6.984
4801 5.045 2.799 36.691
6992 3.111 0.667 19.45
6033 4.575 1.252 29.163
4232 3.393 2.212 32.548
3303 4.113 0.267 14.116
5496 2.919 2.259 45.0
5169 5.139 0.087 36.033
3096 3.204 2.455 25.665
4433 4.29 1.446 48.497
6366 2.367 2.032 10.632
6669 3.831 2.992 3.606
4594 2.638 0.484 55.116
3929 4.857 1.539 16.061
5863 3.674 0.999 40.068
5762 3.851 0.583 46.478
3939 2.805 2.717 15.593
4523 4.69 0.912 31.445
6707 3.654 1.826 28.063
6264 5.166 2.367 20.497
4439 3.365 0.374 37.739
3026 4.128 2.133 5.454
5210 2.34 1.171 50.194
5377 4.596 1.925 41.116
3326 3.561 1.34 17.107
4148 3.946 2.535 53.585
6089 2.898 0.168 2.077
6876 4.41 1.083 12.109
4825 2.621 1.622 49.975
3644 4.884 0.381 24.565
5586 3.085 2.888 34.93
5641 4.976 1.492 8.796
3591 3.18 1.985 53.536
4879 4.315 0.038 21.264
6820 2.529 2.5 38.506
6143 4.041 1.588 30.947
4092 2.99 0.954 27.564
3381 4.503 2.947 43.404
5324 3.465 0.532 12.52
5029 4.221 2.751 24.066
3205 2.436 0.713 34.431
4261 5.071 1.767 9.035
6444 3.273 0.76 46.902
6529 4.785 0.222 56.927
4704 3.746 2.308 5.419
3758 3.759 1.3 41.883
5942 2.71 2.167 17.873
5962 4.943 0.277 38.716
3772 3.025 2.27 21.475
4702 4.468 1.262 52.904
6503 2.563 2.223 8.162
6462 4.004 2.808 13.166
4270 2.84 0.674 44.049
3199 4.655 1.73 27.341
5000 3.501 0.815 30.725
5333 4.188 1.525 47.534
3400 2.281 0.987 9.669
4063 5.224 2.978 34.223
6136 3.307 0.472 23.856
6834 4.748 1.431 18.098
4900 3.596 2.016 42.106
3565 3.911 0.072 4.771
5640 2.746 2.438 56.281
5568 3.818 1.045 28.265
3635 2.65 1.679 31.65
4831 4.843 0.435 14.954
6905 3.688 2.85 45.837
6067 5.129 1.888 50.848
4134 3.215 1.395 6.106
3328 4.28 2.591 37.522
5403 2.376 0.129 20.282
5196 4.563 2.399 2.716
3005 3.406 0.313 54.225
4465 4.099 2.07 16.904
6266 2.932 1.204 40.913
6698 4.373 0.617 35.148
4506 2.47 2.655 24.781
3968 5.036 0.85 49.322
5769 3.121 1.858 11.456
5853 4.446 2.93 19.663
3913 2.585 0.517 36.905
4624 4.921 1.571 6.348
6675 3.047 0.939 51.089
6353 4.63 0.026 45.65
4411 3.526 2.486 14.766
3121 3.979 1.479 32.32
5172 2.865 1.971 28.937
5473 5.202 1.307 11.267
3290 3.329 2.175 49.135
4235 4.166 0.229 25.453
6058 2.303 2.316 35.818
6975 3.886 1.778 40.296
4791 2.77 0.769 16.286
3737 4.723 2.762 54.466
5562 3.621 0.723 2.958
5740 4.821 2.116 30.052
3557 3.71 1.156 26.67
4972 3.796 2.35 44.239
6796 2.672 0.358 13.354
6239 4.255 0.899 7.922
4056 2.401 1.813 52.662
3468 5.104 0.571 22.091
5293 3.24 2.703 39.334
5118 4.077 0.387 56.039
3177 2.954 2.896 4.531
4356 4.541 1.09 42.724
6406 3.428 1.63 18.715
6619 5.011 2.546 23.185
4677 3.145 0.178 33.551
3858 4.348 1.936 9.856
5909 2.496 1.349 47.723
5881 3.953 2.045 4.125
3824 2.89 1.411 55.632
4643 4.615 2.467 19.168
6592 3.542 0.052 43.178
6379 4.889 1.011 33.151
4320 3.08 1.504 22.786
3141 4.426 0.496 48.183
5091 2.605 2.957 10.315
5258 4.709 0.703 26.27
3441 3.635 2.788 29.654
4029 3.859 0.844 13.814
6204 2.797 1.71 44.698
6761 4.144 2.294 52.255
4944 2.324 0.256 7.515
3529 5.171 2.248 39.787
5705 3.361 1.24 22.545
5526 5.078 2.637 48.681
3710 3.265 0.643 10.814
4764 4.24 1.839 36.225
6939 2.417 0.878 25.859
6024 3.764 0.291 15.826
4207 2.705 2.424 39.835
3262 4.801 1.181 3.357
5439 3.73 2.096 54.866
5144 4.334 1.377 36.445
3086 2.51 1.915 19.203
4376 4.984 0.111 51.488
6325 3.172 2.618 6.748
6648 4.519 1.656 14.312
4588 3.449 1.071 45.197
3877 4.046 2.827 29.344
5826 2.986 0.461 32.726
5803 4.686 0.795 53.819
3995 3.47 1.755 2.309
4533 4.025 0.748 41.365
6732 2.818 2.74 17.358
6301 4.495 2.202 24.381
4492 2.536 1.289 34.748
3032 4.957 2.343 11.916
5232 3.012 0.211 49.781
5430 3.93 2.512 31.25
3363 2.726 0.003 27.866
4169 4.781 1.996 46.297
6094 3.563 1.456 15.414
6933 5.24 0.544 5.7
4866 3.292 2.912 50.442
3670 4.213 0.966 20.734
5596 2.255 1.552 37.975
5667 4.311 0.157 9.215
3601 2.345 2.57 47.081
4936 5.15 1.328 24.262
6861 3.193 1.96 34.629
6164 4.87 2.876 41.646
4097 3.661 0.416 17.638
3434 3.832 1.61 56.681
5361 2.637 1.119 5.171
5035 5.055 1.791 21.015
3227 3.101 0.924 38.255
4298 4.406 2.682 8.562
6497 2.438 0.595 53.304
6538 4.115 1.136 43.596
4729 2.917 2.144 12.714
3799 4.588 0.339 31.131
5998 3.38 2.378 27.746
5999 4.306 1.905 52.512
3799 2.351 1.366 7.879
4728 5.156 2.608 39.188
6537 3.188 0.101 22.053
6496 4.864 1.063 26.494
4297 3.667 1.648 29.984
3228 3.838 0.454 13.18
5036 2.631 2.82 44.173
5359 5.061 0.645 33.375
3434 3.095 2.638 23.116
4098 4.4 0.879 47.549
6165 2.444 1.841 9.79
6862 4.121 2.428 4.381
4937 2.911 0.295 55.997
3600 4.582 2.101 18.569
5666 3.386 1.186 42.686
5597 4.681 2.766 14.831
3671 3.476 0.681 45.822
4865 4.031 1.688 29.006
6932 2.813 0.821 32.497
6094 4.489 0.237 36.943
4168 2.542 2.275 19.809
3365 4.963 1.221 51.131
5430 3.006 2.228 6.498
5231 3.936 1.424 16.324
3031 2.72 2.058 40.442
4493 4.775 0.065 3.0
6302 3.569 2.479 54.615
6733 5.246 1.52 49.2
4535 3.286 1.027 11.44
3994 4.207 2.973 35.887
5803 2.261 0.511 25.629
5827 5.084 0.928 6.255
3878 3.259 1.795 50.89
4588 4.234 0.6 20.428
6647 2.423 2.686 37.56
6324 3.77 2.146 31.826
4375 2.699 1.137 28.334
3087 4.795 2.38 46.01
5145 3.736 0.34 15.02
5438 4.328 2.562 24.957
3262 2.516 0.149 35.216
4208 4.99 1.953 11.629
6025 3.166 1.321 49.387
6940 4.513 0.405 54.374
4765 3.455 2.866 2.758
3709 4.051 1.109 41.058
5525 2.98 1.6 16.943
5706 3.959 0.02 43.984
3530 2.885 2.528 12.993
4943 4.609 1.472 30.656
6760 3.548 2.012 27.164
6203 4.895 2.925 21.436
4028 3.074 0.557 38.569
3443 4.42 1.565 8.12
5258 2.611 0.979 52.755
5090 4.703 1.736 42.067
3140 3.641 0.776 17.952
4321 3.865 2.72 56.24
6380 2.791 0.729 4.622
6592 4.139 1.267 9.603
4644 2.33 2.18 47.361
3822 5.176 0.189 23.787
5881 3.355 2.32 34.047
5909 4.827 0.32 17.492
3857 3.705 2.406 41.608
4679 3.791 1.211 5.022
6620 2.678 2.078 56.638
6407 4.261 2.665 46.908
4357 2.395 0.626 9.149
3176 5.098 1.868 34.453
5117 3.246 0.861 24.193
5294 4.071 1.674 12.54
3469 2.96 1.04 43.53
4054 4.547 2.846 27.57
6239 3.422 0.431 31.063
6795 5.005 1.393 38.109
4971 3.151 1.886 20.977
3558 4.354 0.128 53.154
5741 2.49 2.59 8.519
5561 4.452 1.006 34.817
3736 2.58 1.545 24.557
4792 4.916 0.49 49.846
6976 3.053 2.997 12.089
6060 4.636 2.038 2.351
4235 3.52 1.453 53.968
3289 3.973 2.46 17.397
5472 2.871 0.093 41.511
5173 5.196 2.254 50.483
3122 3.335 0.261 5.849
4410 4.172 2.207 38.014
6352 2.297 1.245 20.881
6674 3.88 0.661 27.935
4623 2.776 2.795 31.426
3913 4.729 0.801 15.479
5854 3.615 1.716 46.47
5768 3.812 2.894 39.981
3966 2.656 0.386 15.865
4507 4.849 1.629 55.015
6698 3.682 1.089 3.399
6266 5.123 0.173 10.987
4466 3.221 2.541 48.747
3004 4.285 1.345 26.035
5195 2.37 1.932 36.293
5404 4.569 1.166 45.37
3329 3.401 2.126 14.377
4132 4.093 0.369 32.902
6067 2.938 2.36 29.412
6904 4.379 1.82 19.349
4830 2.465 0.906 36.484
3636 5.03 2.71 6.898
5569 3.127 0.579 51.53
5639 4.937 2.162 22.717
3564 3.031 1.294 32.974
4901 4.474 2.302 10.25
6835 2.557 0.215 48.01
6138 3.998 0.753 55.59
4063 2.846 1.762 3.976
3399 4.66 0.706 43.139
5332 3.495 2.746 19.021
5001 4.194 0.539 7.473
3200 2.275 2.952 52.106
4269 5.218 0.96 22.506
6461 3.313 1.593 39.641
6502 4.754 2.506 29.584
4701 3.59 0.045 26.094
3773 3.905 1.989 44.633
5964 2.752 1.498 13.641
5943 4.97 2.444 47.795
3758 3.186 0.076 10.038
4703 4.321 2.023 33.612
6527 2.523 1.436 23.352
6443 4.036 0.476 18.373
4260 2.996 2.985 42.488
3206 4.509 0.992 4.201
5030 3.46 1.532 55.818
5322 4.227 0.809 39.004
3381 2.43 1.723 21.871
4092 5.065 0.669 52.32
6144 3.278 2.801 7.685
6821 4.791 2.216 13.414
4880 3.74 1.256 44.405
3590 3.753 2.264 26.743
5640 2.716 0.272 30.235
5587 3.845 1.853 3.192
3645 2.811 0.844 54.809
4824 4.696 2.649 16.508
6875 3.648 0.61 40.624
6088 5.161 1.197 35.638
4147 3.371 2.065 25.378
3328 4.134 0.306 48.966
5377 2.335 2.393 11.207
5209 4.602 0.136 28.769
3025 3.555 2.596 32.261
4440 3.94 1.401 14.585
6265 2.903 1.893 45.575
6708 4.416 2.855 51.311
4525 2.615 0.442 6.676
3938 4.878 1.683 37.139
5762 3.091 1.051 20.007
5865 4.39 0.717 11.878
3930 2.454 2.756 49.638
4594 5.039 0.764 25.191
6668 3.117 1.772 35.449
6365 4.581 2.309 40.866
4432 3.388 0.223 16.749
3097 4.107 2.168 54.191
5171 2.925 1.302 2.576
5494 5.134 1.977 20.247
3303 3.21 1.484 37.381
4233 4.296 2.493 6.06
6034 2.361 0.031 50.693
6993 3.825 0.943 46.247
4802 2.644 1.577 15.256
3731 4.863 0.522 32.072
5531 3.668 2.937 28.581
5728 4.765 1.356 56.435
3536 3.579 1.941 4.819
4996 3.914 0.184 42.247
6797 2.741 2.55 18.131
6228 4.206 1.635 23.541
4037 2.262 1.097 33.799
3499 5.232 2.901 9.366
5299 3.299 0.394 47.125
5100 4.009 2.698 30.422
3166 2.835 0.565 26.932
4362 4.67 1.807 43.735
6437 3.486 0.892 12.743
6598 4.95 0.352 8.304
4665 3.019 2.345 52.937
3860 4.488 1.149 21.628
5933 2.543 2.11 38.763
5899 4.086 1.234 27.391
3832 2.945 2.242 30.882
4638 4.55 0.25 12.343
6564 3.419 2.289 43.335
6401 5.026 1.704 53.39
4335 3.131 0.837 8.757
3139 4.362 2.783 38.357
5064 2.481 0.696 21.223
5272 4.83 2.962 5.273
3464 3.702 0.502 56.888
4002 3.805 1.509 17.724
6202 2.663 1.018 41.842
6769 4.27 0.058 34.259
4961 2.386 2.471 24.001
3501 5.119 1.418 46.726
5700 3.226 2.05 8.966
5504 5.211 0.466 37.782
3695 3.32 2.834 20.646
4766 4.175 1.075 50.232
6966 2.294 1.662 5.6
6007 3.901 2.625 15.661
4198 2.756 0.116 46.654
3268 4.737 1.921 28.129
5466 3.606 1.381 31.619
5136 4.455 2.089 50.044
3069 2.577 1.176 12.284
4404 4.93 2.417 34.996
6330 3.038 0.285 24.738
6632 4.645 0.873 17.149
4567 3.511 1.833 41.265
3903 3.994 0.638 2.115
5829 2.851 2.63 53.731
5789 4.525 1.557 32.72
3972 3.444 0.972 29.229
4559 4.061 2.917 45.176
6735 2.97 0.55 14.185
6292 4.341 1.463 7.13
4476 2.503 2.001 51.764
3061 5.004 0.01 19.6
5236 3.153 2.517 36.733
5413 3.78 0.204 55.263
3354 2.688 2.337 3.645
4173 4.805 1.282 40.217
6123 3.726 2.197 16.102
6910 5.097 2.734 25.838
4852 3.247 0.741 36.098
3673 4.247 1.75 10.808
5622 2.409 0.789 48.566
5676 4.15 2.372 22.27
3617 2.319 0.334 39.403
4907 5.186 2.137 7.225
6857 3.345 1.13 51.86
6179 4.716 0.59 44.811
4120 3.628 2.675 13.821
3409 3.879 0.918 29.782
5357 2.778 1.784 26.289
5058 4.905 1.124 10.444
3241 3.063 1.617 48.202
4295 4.43 0.421 22.899
6471 2.601 2.882 33.158
6554 3.972 1.967 42.888
4739 2.872 1.333 18.772
3794 4.622 2.576 55.358
5970 3.534 0.161 3.741
5980 4.623 0.967 36.633
3788 3.533 1.552 19.499
4748 3.962 0.545 51.676
6549 2.882 2.911 7.043
6476 4.441 1.995 14.07
4285 2.59 1.457 45.062
3247 4.903 2.511 29.102
5048 3.065 0.004 32.592
5348 3.868 2.344 48.439
3414 2.789 0.21 10.679
4110 4.718 2.203 35.983
6185 3.626 1.288 25.725
6851 5.185 0.748 16.014
4917 3.346 2.74 40.131
3612 4.159 0.794 3.545
5685 2.31 1.756 55.16
5616 4.248 0.339 26.405
3682 2.408 2.378 29.895
4845 5.087 1.137 13.947
6920 3.257 2.144 44.94
6113 4.816 2.681 51.96
4180 3.715 0.596 7.327
3345 3.778 1.791 39.492
5418 2.69 0.924 22.357
5243 4.993 1.611 3.829
3050 3.164 1.118 55.445
4481 4.343 2.877 18.873
6282 2.501 0.415 42.989
6745 4.06 1.327 33.286
4554 2.971 1.961 23.027
3983 4.534 0.156 48.316
5783 3.435 2.571 10.557
5839 3.987 2.248 21.31
3897 2.857 1.24 38.443
4576 4.648 2.295 8.857
6627 3.508 0.255 53.491
6336 4.925 0.843 43.462
4395 3.043 1.711 12.471
3075 4.463 0.702 30.997
5126 2.568 2.788 27.505
5457 4.742 0.496 9.081
3273 3.601 2.956 46.839
4188 3.893 1.012 24.127
6013 2.764 1.503 34.387
6960 4.181 2.466 41.941
4776 2.288 0.052 17.826
3690 5.207 2.044 56.976
5513 3.324 1.412 5.359
5695 5.112 2.828 31.492
3511 3.232 0.46 28.0
4955 4.273 1.657 46.538
6780 2.383 1.07 15.548
6191 3.8 0.11 5.512
4008 2.668 2.619 50.147
3455 4.838 1.376 20.547
5278 3.693 1.916 37.679
5071 4.368 1.182 53.631
3128 2.476 2.095 2.014
4341 5.018 0.291 41.178
6392 3.139 2.424 17.062
6573 4.556 1.839 24.623
4632 3.413 0.878 34.882
3842 4.082 2.636 12.158
5892 2.949 0.644 49.916
5928 4.477 2.762 2.473
3869 2.554 0.723 54.091
4659 4.953 1.777 16.663
6609 3.017 0.77 40.778
6426 4.67 0.23 35.336
4369 3.487 2.315 25.076
3156 4.018 1.308 49.509
5105 2.825 2.174 11.751
5306 5.233 1.478 28.453
3489 3.299 1.972 31.945
4043 4.196 0.025 15.142
6219 2.272 2.487 46.133
6807 3.925 1.572 50.606
4990 2.731 0.938 5.972
3546 4.763 2.931 37.28
5721 3.581 0.516 20.147
5541 4.852 1.935 47.239
3724 3.679 1.35 9.48
4811 3.828 2.545 33.927
6988 2.642 0.179 23.668
6040 4.295 1.091 18.232
4224 2.362 1.629 42.348
3309 5.143 0.388 4.906
5484 3.2 2.895 56.522
5161 4.108 0.57 38.849
3102 2.924 2.704 21.717
4422 4.571 0.899 53.039
6371 3.397 1.813 8.404
6662 5.05 2.35 12.871
4604 3.106 0.358 43.861
3925 4.388 2.117 27.045
5874 2.456 1.155 30.537
5756 4.883 0.071 55.904
3947 3.086 2.439 4.289
4518 4.408 1.43 42.59
6718 2.623 2.017 18.472
6254 3.947 2.979 23.481
4447 2.897 0.471 33.738
3016 4.598 1.526 10.151
5215 3.559 0.986 47.911
5384 4.127 1.729 30.348
3317 2.341 0.816 26.857
4152 5.164 2.807 44.533
6079 3.367 0.675 13.542
6885 4.691 1.262 7.787
4818 3.653 2.223 52.42
3656 3.853 0.278 21.958
5581 2.803 2.269 39.092
5650 3.758 0.85 11.08
3584 2.711 1.858 48.839
4889 4.783 0.616 25.264
6816 3.748 2.656 35.523
6149 5.072 2.071 40.537
4083 3.272 1.203 16.42
3387 4.223 2.399 54.708
5312 2.434 0.313 3.092
5021 4.502 2.59 19.904
3212 3.466 0.13 37.039
4250 4.039 1.887 6.59
6449 2.992 1.396 51.223
6521 4.316 0.436 45.462
4713 2.528 2.849 14.47
3753 4.978 1.046 32.132
5952 3.177 1.678 28.642
5954 3.911 0.38 36.166
3778 2.745 2.889 25.907
4691 4.75 1.083 48.632
6508 3.593 1.622 10.873
6455 5.223 2.535 3.311
4280 3.308 0.168 54.928
3194 4.185 1.926 15.765
5011 2.284 1.339 39.88
5342 4.655 2.132 51.43
3392 3.5 1.172 6.795
4073 4.006 2.366 36.396
6132 2.838 0.375 19.263
6841 4.468 0.912 29.297
4892 2.564 1.826 32.79
3571 4.941 0.584 14.251
5629 3.027 2.716 45.241
5575 5.037 1.299 19.11
3626 3.12 2.167 43.225
4836 4.375 0.222 4.075
6895 2.468 2.308 55.692
6076 4.098 1.767 48.136
4127 2.933 0.759 10.379
3339 4.56 2.752 33.09
5397 3.409 0.712 22.83
5190 4.28 2.946 13.755
3013 2.375 0.533 44.746
4460 5.131 1.587 26.221
6276 3.213 0.955 29.713
6688 4.843 0.039 39.741
4513 3.689 2.499 22.608
3957 3.816 1.492 52.194
5773 2.652 1.984 7.56
5845 4.728 2.412 24.308
3919 3.616 0.327 34.566
4613 3.89 2.083 9.277
6680 2.767 1.217 47.036
6345 4.161 0.633 56.739
4420 2.308 2.671 5.123
3116 5.198 0.867 41.695
5183 3.333 1.874 17.578
5482 3.984 1.035 8.608
3283 2.86 1.668 53.241
4245 4.634 0.425 21.076
6054 3.522 2.84 38.211
6981 4.916 1.881 31.189
4782 3.052 1.388 27.699
3743 4.443 2.583 43.646
5550 2.589 0.122 12.654
5747 4.353 1.538 41.412
3548 2.491 1.0 17.294
4976 5.015 2.992 53.88
6786 3.142 0.485 2.265
6248 4.536 1.447 11.974
4049 3.433 2.032 49.734
3480 4.073 0.088 24.431
5288 2.958 2.454 34.688
5112 5.109 0.267 46.343
3185 3.235 2.26 15.351
4350 4.259 1.252 31.311
6417 2.397 2.213 27.821
6610 3.791 2.8 20.793
4685 2.677 0.667 37.927
3848 4.818 1.722 5.749
5914 3.714 0.808 50.383
5887 5.171 1.802 14.891
3812 3.36 0.934 45.883
4649 4.146 2.692 28.221
6583 2.322 0.605 31.711
6389 3.858 1.143 37.474
4316 2.798 2.152 20.339
3151 4.707 0.346 50.788
5084 3.637 2.386 6.155
5253 4.427 0.143 16.842
3452 2.604 2.557 40.958
4021 4.891 1.315 2.671
6213 3.078 1.947 54.287
6750 4.614 2.86 49.273
4949 3.542 0.4 11.514
3521 3.951 1.594 35.088
5711 2.893 1.102 24.83
5516 4.046 2.522 52.841
3715 2.985 0.013 8.208
4755 4.521 2.007 38.671
6947 3.447 1.467 21.536
6019 4.983 0.551 27.292
4218 3.173 2.919 30.783
3256 4.332 0.973 13.107
5447 2.512 1.56 44.098
5156 4.802 0.782 34.16
3081 3.729 1.742 23.902
4385 3.766 0.735 47.49
6318 2.703 2.727 9.73
6652 4.239 2.186 4.724
4578 2.417 1.272 56.339
3884 5.076 2.327 18.038
5817 3.268 0.195 42.156
5809 4.218 1.361 44.286
3984 2.25 1.899 13.296
4540 5.243 0.095 30.112
6724 3.288 2.602 26.62
6311 4.776 1.643 22.155
4488 3.568 1.057 39.287
3041 3.927 2.814 7.966
5224 2.729 0.448 52.601
5425 4.963 2.644 42.772
3374 3.007 0.651 18.656
4162 4.499 1.847 56.098
6104 2.532 0.885 4.481
6922 4.02 0.301 9.918
4871 2.824 2.434 47.677
3662 4.683 1.191 23.23
5602 3.474 2.106 33.489
5656 4.593 0.686 6.397
3605 3.375 2.772 51.031
4926 4.118 0.827 19.722
6868 2.913 1.694 36.855
6159 4.401 2.281 32.383
4108 2.443 0.243 28.891
3428 5.052 2.234 45.695
5369 3.104 1.227 14.704
5046 3.838 2.052 25.5
3221 2.632 1.418 35.76
4307 4.874 2.474 11.327
6490 3.657 0.059 49.085
6543 5.145 1.021 54.529
4719 3.199 1.514 2.912
3806 4.308 0.506 40.34
5989 2.349 2.968 16.225
5985 5.153 0.603 25.034
3809 3.191 2.689 35.401
4722 4.303 0.931 11.72
6540 2.353 1.797 49.585
6486 3.841 2.382 54.029
4311 2.627 0.344 2.519
3226 4.867 2.148 40.699
5042 3.664 1.141 16.691
5373 4.397 1.957 5.897
3424 2.447 1.323 50.638
4104 5.059 2.566 20.081
6163 3.098 0.151 37.322
6872 4.586 1.111 31.916
4923 3.384 1.604 28.532
3602 4.123 0.407 46.087
5660 2.908 2.869 15.204
5607 4.028 1.476 42.299
3657 2.816 2.014 18.29
4867 4.678 0.023 56.484
6926 3.478 2.53 4.975
6107 4.966 1.567 9.425
4159 3.002 0.982 47.291
3370 4.492 2.927 23.596
5429 2.539 0.561 33.962
5221 4.772 2.724 43.793
3045 3.572 0.731 12.91
4491 3.934 1.74 30.478
6308 2.723 0.778 27.093
6720 4.211 0.191 21.681
4544 2.259 2.324 38.921
3989 5.248 1.269 8.352
5804 3.283 2.184 53.094
5814 4.23 2.612 33.774
3888 2.425 0.103 23.409
4582 5.081 1.908 47.963
6649 3.263 1.368 10.095
6314 4.799 0.456 4.358
4389 3.733 2.824 55.865
3085 3.772 1.065 18.532
5151 2.696 1.652 42.542
5451 4.987 0.883 52.475
3252 3.17 1.843 7.735
4214 4.325 0.648 39.164
6023 2.518 2.64 21.923
6950 4.054 2.103 26.906
4751 2.977 1.189 30.29
3711 4.517 2.43 13.58
5519 3.452 0.298 44.464
5716 4.606 1.691 16.449
3516 3.55 0.823 40.458
4945 3.956 2.77 3.137
6754 2.888 0.683 54.646
6216 4.424 1.223 48.914
4018 2.608 2.232 11.047
3448 4.897 0.239 35.589
5257 3.071 2.279 25.223
5080 3.862 0.068 14.531
3154 2.795 2.481 45.417
4319 4.7 1.428 28.721
6386 3.643 2.06 32.104
6579 5.179 2.975 37.082
4653 3.352 0.515 19.839
3817 4.142 1.522 51.255
5883 2.328 1.031 6.515
5918 3.788 1.625 45.01
3844 2.681 1.087 14.126
4680 4.824 2.89 32.557
6615 3.707 0.383 29.174
6421 5.101 1.343 19.44
4347 3.243 1.928 36.681
3182 4.264 0.171 6.974
5115 2.393 2.537 51.715
5285 4.543 0.365 40.059
3483 3.425 2.358 16.049
4053 4.069 1.162 55.105
6244 2.963 2.123 3.598
6781 4.357 2.708 10.641
4981 2.487 0.575 48.508
3552 5.008 1.817 25.676
5743 3.148 0.902 36.041
5547 4.913 2.299 7.282
3746 3.056 0.213 52.022
4786 4.449 2.158 22.328
6978 2.582 1.292 39.57
6050 3.976 0.704 29.829
4249 2.868 2.742 26.447
3287 4.639 0.751 44.865
5478 3.518 1.758 13.98
5187 4.168 0.957 22.948
3112 2.3 1.59 33.314
4416 5.194 0.535 10.495
6350 3.338 2.95 48.362
6684 4.732 1.987 55.413
4609 3.612 1.494 3.904
3915 3.883 2.503 42.947
5848 2.773 0.042 18.938
5778 4.846 1.208 12.503
3953 3.685 2.075 43.386
4508 3.81 0.316 27.547
6693 2.659 2.403 30.931
6280 4.289 1.866 38.523
4456 2.368 0.857 21.282
3010 5.126 2.662 53.553
5193 3.218 0.623 8.812
5394 4.09 2.842 17.892
3342 2.941 0.429 41.899
4131 4.566 1.67 5.434
6072 3.403 1.038 56.944
6890 5.033 0.126 46.884
4840 3.123 2.586 9.019
3630 4.382 1.391 34.416
5571 2.462 1.882 24.049
5625 4.471 0.487 50.185
3574 2.56 2.995 5.443
4895 4.935 1.002 37.728
6837 3.034 1.542 20.488
6128 4.664 2.458 28.072
4077 3.493 0.089 31.457
3397 4.001 2.036 15.604
5338 2.843 1.449 46.486
5015 5.215 2.203 34.941
3190 3.316 1.243 24.574
4275 4.19 2.251 49.985
6459 2.278 0.259 12.119
6512 3.908 0.799 2.066
4688 2.748 1.713 53.575
3775 4.757 0.659 17.097
5958 3.587 2.791 41.106
5948 4.324 0.767 20.264
3757 2.52 1.775 37.506
4716 4.974 0.719 6.09
6518 3.183 2.759 50.83
6445 4.506 2.172 45.855
4254 3.463 1.304 14.97
3216 4.032 2.313 31.665
5016 2.999 0.226 28.283
5317 5.068 2.495 11.472
3382 3.276 0.035 49.339
4079 4.229 1.979 24.798
6153 2.427 1.488 35.164
6819 3.75 0.526 40.896
4886 2.718 2.939 16.887
3580 4.788 0.947 54.208
5654 3.743 1.579 2.699
5585 4.699 0.186 30.714
3651 3.645 2.554 27.331
4814 3.849 1.359 44.04
6889 2.808 1.945 13.156
6082 4.131 2.904 8.173
4149 2.338 0.396 52.914
3314 5.157 1.639 21.484
5387 3.374 1.099 38.726
5211 3.943 1.809 56.29
3019 2.901 0.896 4.783
4450 4.604 2.7 42.117
6251 3.552 0.568 18.107
6714 4.875 1.152 23.847
4523 3.093 2.112 34.212
3952 4.413 0.356 9.658
5752 2.618 2.347 47.525
5870 5.043 2.025 39.343
3929 3.114 1.44 22.103
4607 4.393 2.447 52.673
6658 2.451 0.08 7.93
6367 4.104 0.996 13.344
4426 2.927 1.534 44.227
3107 4.578 0.48 26.659
5157 3.391 2.987 30.044
5489 4.298 0.672 47.712
3304 2.358 2.805 9.846
4220 5.137 0.812 33.541
6044 3.207 1.727 23.175
6991 4.86 2.267 18.726
4808 3.671 0.274 42.734
3721 3.822 2.22 4.54
5545 2.647 1.259 56.049
5726 3.917 2.651 28.953
3542 2.739 0.613 32.338
4986 4.768 1.855 14.783
6811 3.576 0.848 45.666
6222 5.229 0.31 51.073
4039 3.302 2.395 6.331
3486 4.203 1.201 36.888
5309 2.266 2.067 19.647
5102 4.673 1.404 2.94
3160 3.483 1.896 54.45
4372 4.012 0.138 16.27
6423 2.832 2.6 40.278
6604 4.485 1.687 35.836
4663 2.546 1.053 25.469
3873 4.947 2.859 49.15
5923 3.022 0.445 11.285
5897 4.552 2.915 54.856
3838 3.416 0.547 3.347
4628 4.089 1.555 39.825
6578 2.943 0.969 15.816
6395 4.36 0.006 25.868
4337 2.484 2.515 36.235
3125 5.022 1.459 10.825
5074 3.134 1.999 48.691
5275 3.808 1.28 32.737
3458 2.661 2.194 29.352
4012 4.833 0.202 45.206
6188 3.698 2.334 14.323
6775 5.115 1.747 6.737
4959 3.228 0.787 51.479
3515 4.267 2.731 19.194
5690 2.39 0.739 36.434
5510 4.177 2.135 10.3
3693 2.291 1.127 48.165
4780 5.214 2.37 22.768
6956 3.318 0.33 33.135
6008 4.735 0.914 43.193
4193 3.609 1.782 19.185
3277 3.897 0.586 55.65
5453 2.759 2.673 4.14
5130 4.933 0.418 22.562
3071 3.036 2.879 39.803
4390 4.458 1.122 7.531
6340 2.573 1.613 52.273
6631 3.99 2.572 44.681
4572 2.853 0.159 13.797
3894 4.642 1.964 29.637
5842 3.515 1.331 26.253
5787 4.064 0.247 5.188
3978 2.968 2.286 56.697
4549 4.527 1.231 17.654
6749 3.441 2.238 41.663
6286 5.001 2.78 34.612
4478 3.155 0.694 24.246
3047 4.338 1.701 47.064
5246 2.506 0.835 9.198
5415 4.808 1.507 27.731
3348 3.723 1.014 31.113
4183 3.784 2.96 12.695
